rarity,last_sale_price,sale_count,predicted_price
201.0079773580390,1.0,1.0,2.9954128
120.23594823101300,1.2788,2.0,2.7792892
209.5970286119100,6.07,7.0,3.496595
123.44244189588600,1.49,1.0,2.5953124
178.58656911429100,0.99,2.0,2.9092612
182.9794708292350,6.25,4.0,3.167492
234.85723582147600,7.0,2.0,3.2590714
136.37599407612400,2.3,1.0,2.6474698
330.62380589777100,9.0,1.0,4.6456223
338.0248089919170,15.0,1.0,4.6456223
126.97885460816600,0.9799,3.0,2.7792892
105.94856854016000,4.0,3.0,2.7792892
173.62596292012300,6.85,2.0,2.9092612
76.31936225541650,1.69,2.0,2.7792892
82.22781348386560,5.847,9.0,3.2021933
223.66594439317100,4.19,1.0,2.9562693
179.34592352270800,10.49,4.0,3.167492
148.03842289141800,3.3,3.0,2.8345964
198.98877877613200,3.3,4.0,3.4376206
133.9816266580090,4.95,4.0,3.0896773
112.81217672515100,2.65,2.0,2.7792892
155.3894219010280,5.85,3.0,2.8345964
158.50477120397900,8.0,2.0,2.8345964
264.71786329013300,2.4,1.0,3.299036
239.95791510291500,8.88,1.0,3.0750935
266.8723618153260,3.8,2.0,3.4830139
200.39113029461000,4.0,5.0,3.4376206
121.4026329215520,5.85,3.0,2.7792892
104.04993716396800,2.17,3.0,2.7792892
94.36334812764000,4.0,1.0,2.5953124
177.17840263806200,2.7,3.0,2.9092612
198.43639619195300,3.0,5.0,3.4376206
263.8368169161340,7.95,4.0,3.7412443
287.2338118704150,7.0,1.0,3.299036
131.30767185765100,3.16,3.0,2.831447
80.01820788779380,3.2,2.0,2.7792892
183.270720639086,4.0,1.0,2.7252843
149.90851005678100,1.69,2.0,2.8345964
100.92122253350500,8.8,4.0,3.0375202
326.264373861255,11.11,1.0,3.3619893
90.4720864400606,7.59,1.0,2.5953124
206.61743687948600,2.09,1.0,2.9954128
211.58484512708200,3.2,2.0,3.1793897
118.30494860126700,4.88,5.0,3.0375202
152.69067884747800,1.49,1.0,2.6506195
283.2395960917160,2.8,4.0,3.7412443
188.5180052562020,11.0,1.0,2.9954128
86.52905068983210,3.1,4.0,3.0375202
88.48438819352880,0.6,1.0,2.5953124
219.0194071717740,5.49,5.0,3.398477
112.88891169459600,4.2,2.0,2.7792892
150.81221999882500,11.0,1.0,2.6506195
175.73958421766000,8.5,5.0,3.167492
81.29571375397380,8.76,5.0,3.0375202
132.79978387783000,5.15,10.0,3.2543504
185.8376796675590,2.45,2.0,2.9092612
486.00930657617800,8.0,1.0,7.528188
92.5494161682634,2.0,1.0,2.5953124
122.22805782895400,3.49,2.0,2.7792892
94.9899680095438,1.09,1.0,2.5953124
224.115270921886,2.69,2.0,3.1402466
210.05572670088400,10.9999,5.0,3.4376206
259.0519333651720,17.0,2.0,3.4830139
67.98265062498420,4.0,2.0,2.7792892
263.2939935172730,9.99,2.0,3.4830139
201.5858787519840,2.3,2.0,3.1793897
77.06974737729580,3.33,6.0,3.0375202
139.37899925048400,3.3,3.0,2.8345964
316.92920719808500,12.0,3.0,3.545967
120.7055910722060,6.95,5.0,3.0375202
245.76386022313000,11.11,1.0,3.299036
200.59057688510900,1.439,3.0,3.1793897
85.41280522336310,5.75,4.0,3.0375202
243.53767808238500,3.99,1.0,3.0750935
205.839012528911,1.69,2.0,3.1793897
146.95438692027300,1.45,2.0,2.8345964
163.81825048699300,3.0,7.0,3.2264657
144.9934690152410,4.2,4.0,3.0928268
109.9315831244250,2.3,4.0,3.0375202
132.71573897533800,1.34,3.0,2.831447
90.17876016874840,6.0,4.0,3.0375202
81.57304513057070,3.72008,2.0,2.7792892
149.23150701185400,3.2,4.0,3.0928268
106.02547302278800,0.699,1.0,2.5953124
121.84941205213600,10.0,3.0,2.7792892
207.14197566746100,6.069,4.0,3.4376206
123.48178034523700,1.69,1.0,2.5953124
116.17293270220200,7.52,3.0,2.7792892
84.09558050160720,1.69,2.0,2.7792892
239.1080642934620,3.0,2.0,3.2590714
198.98748000740100,9.9,2.0,3.1793897
258.45229018553700,1.63,1.0,3.299036
213.40782537407100,4.25,2.0,3.085394
115.56901399686100,9.0,2.0,2.7792892
100.93068984067100,5.95,10.0,3.2021933
106.46311436215100,1.6,1.0,2.5953124
238.18906473170900,3.75,3.0,3.2590714
245.95045608348500,4.5,3.0,3.4830139
164.7994433221310,6.66,5.0,3.167492
226.1653997225080,4.2,2.0,3.1402466
267.67807848420800,4.69,3.0,3.4830139
153.91737421055700,1.9,4.0,3.0928268
236.5024535841570,3.5,2.0,3.2590714
119.51432447028100,1.15,2.0,2.7792892
45.203225280155500,6.0,2.0,2.7622988
261.4974320489960,3.2,3.0,3.4830139
146.11210174558300,6.5,1.0,2.6506195
190.6195610949020,5.283547719042500,5.0,3.4376206
156.8998765781710,5.1,8.0,3.2575
248.84386450438000,5.79,7.0,3.8002186
164.14852665440500,3.5,2.0,2.9092612
180.07330900891600,8.99,2.0,2.9092612
206.161020422288,9.5,4.0,3.4376206
226.2483695368660,6.75,10.0,3.5631504
222.7535236440740,6.55,4.0,3.398477
127.81817291683900,6.3998,3.0,2.7792892
195.46612834976800,1.65,1.0,2.9954128
135.21887315430000,6.25,5.0,3.0896773
181.20620910111100,4.35,4.0,3.167492
169.0216986038050,5.94,6.0,3.167492
131.76409355620200,8.3,5.0,3.0896773
131.09732527806900,3.5,4.0,3.0896773
155.30233354331100,0.9,2.0,2.8345964
148.45519534040000,8.37,8.0,3.2575
171.6007932769990,10.0,1.0,2.7252843
296.056118706736,5.0,3.0,3.4830139
132.5009664128990,9.9,1.0,2.6474698
132.3550863486230,2.0,3.0,2.831447
118.48231292882600,3.0,3.0,2.7792892
169.32022647321300,3.7373,3.0,2.9092612
198.4387814295340,2.65,2.0,3.1793897
110.47277754560400,2.6899,4.0,3.0375202
173.22193791678700,4.0,5.0,3.167492
223.24921174797400,2.53575,2.0,3.1402466
181.50410412449100,5.4,7.0,3.2264657
156.85412471054700,10.0,1.0,2.6506195
232.16878450844200,7.49,2.0,3.0489213
72.04295926348790,4.0,4.0,3.0375202
236.7832038319250,6.5,6.0,3.5173018
241.1738762209410,7.0,2.0,3.2590714
139.29222031761300,5.85,3.0,2.8345964
179.53499714418200,2.2,3.0,2.9092612
123.0839722485640,2.3,1.0,2.5953124
302.80984940897300,6.8,5.0,3.8041975
196.3392708251930,5.49,2.0,3.1793897
185.51808542160800,4.1,5.0,3.167492
216.764871056524,3.0,2.0,3.1402466
218.3585721767050,5.99,5.0,3.398477
190.2298667798720,4.98,2.0,3.1793897
239.4780355455810,9.9,8.0,3.6819746
48.97390669237300,1.57,5.0,3.0375202
189.121262183766,2.0,1.0,2.9954128
232.66078273854300,3.0,3.0,2.7941494
100.21193485499000,2.67,2.0,2.7792892
245.28981103388700,4.88,2.0,2.3516054
145.45560305695500,3.988,3.0,2.8345964
205.09779911528100,8.5,5.0,3.4376206
69.75471854184400,2.0,1.0,2.5953124
168.2906434898560,2.35,3.0,2.9092612
216.770074855823,4.9999,4.0,3.398477
148.88821916901300,2.5,1.0,2.6506195
148.83194254294700,1.8,2.0,2.8345964
158.1778690976340,0.9033,2.0,2.8345964
181.9457460840400,5.35,6.0,3.167492
134.20206665587700,3.69,6.0,3.0896773
119.13765730645600,3.09,4.0,3.0375202
213.3670728754730,4.69,4.0,3.3436244
77.22567959652560,2.0999,3.0,2.7792892
155.4443328841090,1.67,2.0,2.8345964
156.28162184493400,7.699,5.0,3.0928268
239.2185243544190,3.5,3.0,3.2590714
191.4217545474680,8.0,2.0,3.1793897
192.5052647144250,3.8,3.0,3.1793897
119.61738033548800,2.5,2.0,2.7792892
409.3147518244390,1.48,1.0,4.6956463
169.73551084480600,0.6,3.0,2.9092612
154.9879366735310,3.5,4.0,3.0928268
143.43793227563000,6.5,7.0,3.1518006
202.2711485495760,6.0,3.0,3.1793897
198.08098821849000,1.95,2.0,3.1793897
139.80539348273100,7.695,11.0,3.2575
244.3366316414190,4.7,1.0,3.020801
181.5367044134980,1.9950097527948600,1.0,2.7252843
117.55766183530700,5.7,6.0,3.0375202
126.14710070941300,2.7499,2.0,2.7792892
101.77683021496400,1.49,3.0,2.7792892
218.54282429843900,2.25,2.0,3.1402466
139.90334744279900,8.6127,5.0,3.0928268
101.7166965310170,5.65,12.0,3.2021933
72.83028157248200,6.0,2.0,2.7792892
177.5188828138970,5.0,1.0,2.7252843
322.4660077025830,10.0,3.0,3.545967
178.85904799519800,1.77,1.0,2.7252843
245.43995785587900,3.0,2.0,3.4830139
166.44981551846300,5.5,4.0,3.167492
163.2029453475850,4.5,5.0,3.167492
85.71893288000760,7.8,5.0,3.0375202
167.0591515902370,6.05,3.0,2.9092612
262.3467249435230,9.8,7.0,3.8002186
304.1485356427680,10.0,3.0,3.545967
197.6719017759030,7.69,5.0,3.4376206
202.2083902477340,4.25,1.0,2.9954128
205.1741731889490,5.49,2.0,3.1793897
104.44099816348900,1.39,1.0,2.5953124
198.04582238516200,1.54,2.0,3.1793897
169.46979073074700,4.75,1.0,2.7252843
137.93080528988400,4.0,2.0,2.8345964
143.27463617930800,2.0,2.0,2.8345964
127.5952351117630,7.85,11.0,3.2021933
170.96184634822000,2.2,3.0,2.9092612
210.69616099408700,12.0,10.0,3.6022935
121.0997386091570,4.99,1.0,2.5953124
99.42149311749460,0.56,1.0,2.5953124
127.22434144602200,6.0,8.0,3.2021933
131.79832024402800,4.19,4.0,3.0896773
257.4086949099880,6.1,1.0,3.299036
43.25520196838980,2.85,1.0,2.578322
181.6039595526340,6.9,8.0,3.332165
93.61162129566550,1.9,2.0,2.7792892
118.80370356479000,4.0,4.0,3.0375202
191.47010230758800,1.16,4.0,3.4376206
124.33608365861200,1.6799,2.0,2.7792892
265.3783921326750,20.0,2.0,3.4830139
235.14821698134800,3.3,2.0,3.2590714
238.8853302054610,1.0,1.0,3.0750935
319.1831878089320,7.0,4.0,3.8041975
281.7157477544990,5.0,1.0,3.299036
183.97987732139800,2.84,4.0,3.167492
216.98257243103100,3.6,4.0,3.398477
226.86177364708900,7.0,5.0,3.398477
171.25698096954300,11.2,6.0,3.167492
102.26503531130500,2.9,5.0,3.0375202
43.59271280845260,4.0,2.0,2.7622988
246.9326238371800,3.5,3.0,3.4830139
54.20977843640760,3.0,7.0,3.096494
214.0802311784110,4.89,3.0,3.1402466
180.47955547244000,6.5,1.0,2.7252843
170.3690037734980,4.444,2.0,2.9092612
241.4251000142460,4.99,3.0,3.2590714
160.6097927867410,2.29,2.0,2.8345964
180.95990792763200,4.89,4.0,3.167492
248.95605341368100,4.0,2.0,3.4830139
186.42066425394200,5.98,9.0,3.332165
124.4971893190530,2.5,2.0,2.7792892
119.44477245947400,8.89,4.0,3.0375202
65.40781402058350,4.9,2.0,2.7792892
225.60985923607700,3.49,2.0,3.1402466
285.9572921391010,2.6999,3.0,3.4830139
170.15562838454200,0.8835,2.0,2.9092612
151.23606371537700,5.0,3.0,2.8345964
167.77841873233300,3.0,1.0,2.7252843
181.1608412213140,4.5,1.0,2.7252843
185.63352391474800,3.79,6.0,3.167492
117.66213749411000,4.75,3.0,2.7792892
135.992823887041,10.0,4.0,3.0896773
193.50953003131800,5.69,8.0,3.6022935
125.25866101056900,6.85,2.0,2.7792892
182.68248226899000,6.99,6.0,3.167492
117.92691074001500,0.638,1.0,2.5953124
174.13731220930000,2.5,2.0,2.9092612
185.1292870092190,4.111,4.0,3.167492
201.03398307830500,3.5,6.0,3.4376206
68.70273512886390,1.29,1.0,2.5953124
134.03920910120500,7.5,3.0,2.831447
165.3309145942100,3.5,6.0,3.167492
210.27173376966500,3.0,3.0,3.1793897
242.8113739844250,1.75,1.0,3.0750935
70.09732245299970,5.0,7.0,3.096494
88.07760197519970,3.3,1.0,2.5953124
245.59829538784800,2.48,2.0,3.4830139
167.1349692052850,2.5,1.0,2.7252843
171.8030620277580,1.55,1.0,2.7252843
168.0933349076040,2.5,4.0,3.167492
158.91340984261600,7.99,3.0,2.8345964
110.51961630528000,5.7,8.0,3.2021933
162.0931883682120,3.599,5.0,3.167492
93.76508761699980,1.35,1.0,2.5953124
63.89878572183070,2.79,5.0,3.0375202
133.37269582749600,1.5,1.0,2.6474698
201.29634327143300,4.735,3.0,3.1793897
133.78492880091700,9.22,4.0,3.0896773
145.51698689250000,2.25,3.0,2.8345964
182.98658666363300,0.888,1.0,2.7252843
284.2148357184490,13.0,4.0,3.7412443
144.6702788417130,6.44,7.0,3.1518006
153.3154199391060,6.75,2.0,2.8345964
167.78955851325400,2.0,4.0,3.167492
140.49235543773000,5.895,6.0,3.0928268
141.71475000219100,3.5,2.0,2.8345964
253.59597297156300,5.25,1.0,3.299036
145.54526440044100,4.97,2.0,2.8345964
250.0229263609170,3.0,1.0,3.299036
154.61044752816000,1.98,4.0,3.0928268
142.66599841893900,1.9,2.0,2.8345964
